train_number,train_name,source_station_code,destination_station_code
12253,Yesvantpur - Bhagalpur Anga Sf Exp,YPR,BGP
12254,Bhagalpur - Yesvantpur Anga Sf Exp,BGP,YPR
12261,Mumbai Cst - Howrah Ac Duronto Exp,CSTM,HWH
12262,Howrah - Mumbai Cst Ac Duronto Exp,HWH,CSTM
12264,Hazrat Nizamuddin-Pune Ac Duronto Express,NZM,PUNE
12265,Delhi Sarai Rohilla Jammu Tawi Duronto Express,DEE,JAT
12266,Jammu Tawi-Delhi Sarai Rohilla Duronto Express,JAT,DEE
12267,Mumbai Central-Ahmedabad Ac Duronto Express,BCT,ADI
12268,Ahmedabad-Mumbai Central Ac Duronto Express,ADI,BCT
12269,Chennai-Hazrat Nizamuddin Duronto Express,MAS,NZM
12270,Hazrat Nizamuddin-Chennai Duronto,NZM,MAS
12272,New Delhi-Lucknow Ac Duronto Express,NDLS,LKO
12275,Allahabad-New Delhi Duronto Express,ALD,NDLS
12276,New Delhi-Allahabad Duronto Express,NDLS,ALD
12277,Howrah Puri Duronto Express,HWH,PURI
12301,Howrah-New Delhi Rajdhani Express,HWH,NDLS
12303,Poorva Express,HWH,NDLS
12307,Howrah-Jodhpur Sf Express,HWH,JU
12307-Slip,Howrah-Bikaner Express,HWH,JU
12311,Kalka Mail,HWH,KLK
12313,Kol Sealdah - New Delhi Rajdhani Exp,SDAH,NDLS
12314,New Delhi - Kol Sealdah Rajdhani Exp,NDLS,SDAH
12316,Ananya Express,UDZ,SDAH
12318,Akal Takht Express,ASR,SDAH
12320,Agra Cantt - Kolkata Chitpur Sf Exp,AGC,KOAA
12325,Kolkata Chitpur - Nangal Dam Gurumukhi Exp,KOAA,NLDM
12326,Nangal Dam - Kolkata Chitpur Gurumukhi Exp,NLDM,KOAA
12327,Upasana Express,HWH,DDN
12329,West Bengal Sampark Kranti,SDAH,DLI
12330,West Bengal Sampark Kranti Express,DLI,SDAH
12331,Himgiri Express,HWH,JAT
15941,Jhajha - Dibrugarh Exp,JAJ,DBRG
40031,Chennai Beach Tambaramemu (12 Car),MSB,TBM
55334,Mathura-Kasganj Passenger,AF,KSJ
63566,Jhajha Jasidih Passenger,JAJ,JSME
12278,Puri-Howrah Ac Duronto Express,PURI,HWH
12279,Jhansi-H.Nizamuddin Taj Express,JHS,NZM
12280,H.Nizamuddin-Jhansi Taj Express,NZM,JHS
12281,Bhubaneswar-New Delhi Duronto,BBS,NDLS
12282,New Delhi-Bhubaneswar Duronto Express,NDLS,BBS
12284,Delhi H Nizamuddin - Ernakulam Duronto Exp,NZM,ERS
12287,Kochuveli-Dehradun Weekly Express,KCVL,DDN
12289,Mumbai Cstm-Nagpur Duronto Express,CSTM,NGP
12290,Nagpur-Mumbai Cst Duronto Express,NGP,CSTM
12291,Yesvantpur - Chennai Sf Exp,YPR,MAS
12292,Chennai - Yesvantpur Sf Exp,MAS,YPR
12295,Bangalore - Patliputra Sanghamitra Sf Exp,SBC,PPTA
12296,Patliputra - Bangalore Sanghamitra Sf Exp,PPTA,SBC
12302,New Delhi-Howrah Rajdhani Express,NDLS,HWH
12304,Poorva Express,NDLS,HWH
12305,Howrah-New Delhi Rajdhani Express,HWH,NDLS
12306,New Delhi-Howrah Rajdhani Express,NDLS,HWH
12308,Jodhpur-Howrah Sf Express,JU,HWH
12309,Rajendra Nagar-New Delhi Rajdhani Express,RJPB,NDLS
12310,New Delhi Rajendra Nagar Rajdhani Express,NDLS,RJPB
12312,Kalka Mail,KLK,HWH
12321,Howrah - Mumbai Cst Mail (Via Allahabad),HWH,CSTM
12322,Mumbai Cst - Howrah Mail (Via Allahabad),CSTM,HWH
12323,Howrah-Newdelhi Sf Express,HWH,NDLS
12324,New Delhi-Howrah Sf Express,NDLS,HWH
12328,Upasana Express,DDN,HWH
12332,Himgiri Express,JAT,HWH
12333,Vibhuti Express,HWH,ALY
12339,Coalfield Express,HWH,DHN
12340,Coalfield Express,DHN,HWH
12343-Slip,Darjeeling Mail Slip,SDAH,HDB
12344,Darjeeling Mail,HDB,SDAH
12355,Archana Express,RJPB,JAT
12359,Kolkata Chitpur - Patna Garib Rath Exp,KOAA,PNBE
12363,Kolkata Chitpur - Haldibari Sf Intercity Exp,KOAA,HDB
12367,Vikramshila Express,BGP,ANVT
12377,Padatik Express,SDAH,NJP
12378,Padatik Express,NJP,SDAH
12379,Sealdah - Amritsar Superfast Express,SDAH,ASR
12383,Howrah-Dhanbad Ac Dd Express,HWH,DHN
12384,Dhanbad-Howrah Ac Dd Express,DHN,HWH
12757,Tirupati-Coimbatore Intercity Express,TPTY,CBE
12758,Coimbatore-Tirupati (Triweekly) Sf Intercity Expre,CBE,TPTY
17488,Tirumala Express,VSKP,TPTY
19065,Mumbai Bandra - Bhagat Ki Kothi Exp,BDTS,BGKT
54552,Bhatinda Ambala Passenger,BTI,UMB
56041,Tirupati-Pondicherry Passenger,TPTY,PDY
57200,Rajahmundry Vijayawada Passenger,RJY,BZA
12246,Yesvantpur - Howrah Ac Duronto Exp,YPR,HWH
12334,Vibhuti Express,ALY,HWH
12337,Shantiniketan Express,HWH,BHP
12338,Shantiniketan Express,BHP,HWH
12341,Agniveena Express,HWH,ASN
12342,Agniveena Express,ASN,HWH
12345,Howrah - Guwahati Saraighat Sf Exp,HWH,GHY
12347,Howrah-Rampur Hat Sf Express,HWH,RPH
12348,Rampur Hat-Howrah Sf Express,RPH,HWH
12351,Howrah- Danapur Express,HWH,DNR
12352,Danapur- Howrah Express,DNR,HWH
12356,Archana Express,JAT,RJPB
12357,Kolkata Chitpur - Amritsar Durgiana Sf Exp,KOAA,ASR
12358,Amritsar - Kolkata Chitpur Durgiana Sf Exp,ASR,KOAA
12360,Kolkata Chitpur - Patna Garib Rath Exp,PNBE,KOAA
12361,Asansol - Mumbai Cst Sf Exp,ASN,CSTM
12362,Mumbai Cst - Asansol Sf Exp,CSTM,ASN
12364,Haldibari - Kolkata Chitpur Sf Intercity Exp,HDB,KOAA
12365,Patna-Ranchi Jan Shatabdi Express,PNBE,RNC
12366,Ranchi Patna Jan Shatabdi Express,RNC,PNBE
12369,Kumbh Express,HWH,HW
12370,Kumbh Express,HW,HWH
12381,Poorva Express,HWH,NDLS
12382,Poorva Express,NDLS,HWH
12389,Gaya - Chennai Egmore Sf Exp,GAYA,MS
12390,Chennai Egmore - Gaya Sf Exp,MS,GAYA
12391,Shramjeevi Express,RGD,NDLS
12392,Shramjeevi Express,NDLS,RGD
12396,Ajmer-Rajendranagar Ziyarat Express,AII,RJPB
12404,Mathura Allahabad Sf Express,MTJ,ALD
12408,Amritsar - New Jalpaiguri Karmabhoomi Exp,ASR,NJP
12410,Gondwana Express,NZM,RIG
12411,Chandigarh - Amritsar Intercity Sf Exp,CDG,ASR
12412,Amritsar - Chandigarh Intercity Sf Exp,ASR,CDG
12413,Pooja Express,AII,JAT
12414,Pooja Express,JAT,AII
12419,Gomti Express,LKO,NDLS
12420,Gomti Express,NDLS,LKO
12423,Dibrugarh Town - New Delhi Rajdhani Exp,DBRT,NDLS
12427,Rewa - Delhi Anand Vihar Sf Exp,REWA,ANVT
12428,Delhi Anand Vihar - Rewa Sf Exp,ANVT,REWA
12431,Trivandrum - Delhi H Nizamuddin Rajdhani Exp,TVC,NZM
12432,Delhi H Nizamuddin - Trivandrum Rajdhani Exp,NZM,TVC
12437,Secunderabad Rajdhani Express,SC,NZM
12438,Secunderabad Rajdhani Express,NZM,SC
12439,Ranchi - New Delhi Rajdhani Exp,RNC,NDLS
12440,New Delhi - Ranchi Rajdhani Exp,NDLS,RNC
40001,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
12397,Mahabodhi Express,GAYA,NDLS
12398,Mahabodhi Express,NDLS,GAYA
12401,Magadh Express,IPR,NDLS
12402,Magadh Express,NDLS,IPR
12405,Gondwana Express,BSL,NZM
12406,H.Nizamuddin-Bhusaval Gondwana Express,NZM,BSL
12415,Indore-Nizamuddin Express,INDB,NZM
12416,Nizamuddin-Indore Express,NZM,INDB
12417,Prayagraj Express,ALD,NDLS
12418,Prayagraj Express,NDLS,ALD
12424,New Delhi - Dibrugarh Town Rajdhani Exp,NDLS,DBRT
12425,Jammu Rajdhani Express,NDLS,JAT
12426,Jammu Rajdhani Express,JAT,NDLS
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,SBC,NZM
12430,Delhi H Nizamuddin-Bangalore Rajdhani Express,NZM,SBC
12433,Chennai Central-Delhi H.Nizamuddin Rajdhani Expres,MAS,NZM
12435,Dibrugarh Town - New Delhi Rajdhani Exp,DBRT,NDLS
12436,New Delhi - Dibrugarh Town Rajdhani Exp,NDLS,DBRT
12441,Bilaspur-New Delhi Rajdhani Express,BSP,NDLS
12442,Bilaspur Rajdhani Express,NDLS,BSP
12445,Uttar Sampark Kranti Express,NDLS,UHP
12446,Uttar Sampark Kranti Express,UHP,NDLS
12447,Up Sampark Kranti Express,MKP,NZM
12448,Up Sampark Kranti Express,NZM,MKP
12497,Shan-E-Punjab Express,NDLS,ASR
12455,Delhisarairohilla-Shriganganagar Ac Sf Express,DEE,SGNR
12456,Shriganganagar-Delhisarairohilla Ac Sf Express,SGNR,DEE
12457,Delhi Sarairohilla-Bikaner Express,DEE,BKN
12458,Bikaner-Delhisarairohiilla Express,BKN,DEE
12468,Jaipur Bikaner Intercity Express,JP,BKN
12472,Jammu Tawi - Mumbai Bandra (T.) Sf Swaraj Express,JAT,BDTS
12475,Hapa - Jammu Tawi Sarvodaya Sf Express,HAPA,JAT
12476,Jammu Tawi - Hapa Sarvodaya Sf Express,JAT,HAPA
12477,Jamnagar - Jammu Tawi Sf Sindhu Express,JAM,JAT
12479,Jodhpur - Mumbai Bandra Suryanagari Sf Exp,JU,BDTS
12480,Mumbai Bandra - Jodhpur Suryanagari Sf Exp,BDTS,JU
12485,H S Nanded - Shri Ganganagar Exp,NED,SGNR
12486,Shri Ganganagar - H S Nanded Exp,SGNR,NED
12487,Seemanchal Express,JBN,ANVT
12489,Bikaner-Dadar Express,BKN,DDR
12490,Dadar - Bikaner Express,DDR,BKN
12491,Barauni - Jammu Tawi Maur Dhwaj Express,BJU,JAT
12492,Jammu Tawi - Barauni Maur Dhwaj Express,JAT,BJU
12496,Kolkata Chitpur - Bikaner Pratap Exp,KOAA,BKN
16359,Ernakulam - Patna Exp,ERS,PNBE
22607,Ernakulam - Bangalore Weekly Sf Exp,ERS,SBC
53446,Bhagalpur Mandar Hill Passenger,BGP,MDLE
12449,Madgaon - Chandigarh Goa Sampark Kranti Exp,MAO,CDG
12450,Chandigarh - Madgaon Goa Sampark Kranti Exp,CDG,MAO
12451,Shram Shakti Express,CNB,NDLS
12452,Shram Shakti Express,NDLS,CNB
12453,Ranchi-New Delhi Rajdhani Express,RNC,NDLS
12454,New Delhi-Ranchi Rajdhani Express,NDLS,RNC
12459,Newdelhi-Amritsar Sf Intercity,NDLS,ASR
12460,Amritsar-New Delhi Intercity Express,ASR,NDLS
12461,Mandore Express,DLI,JU
12462,Mandore Express,JU,DLI
12464,Rajasthan Sampark Kranti Express,JU,DEE
12465,Indore-Jodhpur Ranthambhore Express,INDB,JU
12466,Jodhpur-Indore Ranthambhore Intercity Express,JU,INDB
12469,Kanpur Jammu Express,CNB,JAT
12470,Jammu Kanpur Express,JAT,CNB
12473,Sarvodaya Sf Express,ADI,JAT
12474,Sarvodaya Sf Express,JAT,ADI
12478,Jammu Tawi - Jamnagar (Weekly) Sindhu Sf Express,JAT,JAM
12481,Delhi Sriganganagar Intercity,DLI,SGNR
12482,Sriganganagar Delhi Intercity Express,SGNR,DLI
12484,Amritsar - Kochuveli Sf Exp,ASR,KCVL
12493,Bangalore-Hazrat Nizammudin Rajdhani Express,SBC,NZM
12494,Hazrat Nizamuddin-Bangalore Rajdhani Express,NZM,SBC
12501,Guwahati - New Delhi Poorvottar Sampark Kranti Exp,GHY,NDLS
12502,New Delhi - Guwahati Poorvottar Sampark Kranti Exp,NDLS,SCL
12507,Trivandrum - Guwahati Sf Exp,TVC,GHY
12508,Guwahati - Trivandrum Sf Exp,GHY,TVC
12511,Rapti Sagar Express,GKP,TVC
12512,Rapti Sagar Expres,TVC,GKP
12514,Guwahati - Secunderabad Exp,GHY,SC
12519,Mumbai Ltt - Kamakhya Ac Exp,LTT,KYQ
12520,Kamakhya - Mumbai Ltt Ac Exp,KYQ,LTT
12522,Raptisagar Express,ERS,BJU
12527,Mumbai Cst-Latur Superfast Express.,CSTM,LUR
12528,Latur-Mumbai Cst Superfast Express,LUR,CSTM
12535,Lucknow-Raipur Garib Rath Express,LJN,R
12536,Raipur-Lucknow Garib Rath,R,LJN
12537,Bapudham Express,MKI,MUV
12538,Bapudham Express,MUV,MKI
12539,Yesvantpur - Lucknow Sf Exp,YPR,LKO
12540,Lucknow - Yesvantpur Sf Exp,LKO,YPR
12541,Gorakhpur-Mumbai Ltt Sf Express,GKP,LTT
12543,Yesvantpur-Tirupati Tri Weekly Intercity,YPR,TPTY
12544,Tirupati-Yesvantpur Tri Weekly Sf Intercity,TPTY,YPR
12549,Durg - Jammu Tawi Sf Exp,DURG,JAT
12550,Jammu Tawi - Durg Sf Exp,JAT,DURG
12553,Vaishali Sf Express,BJU,NDLS
40003,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
12498,Shan-E-Punjab Express,ASR,NDLS
12505,Guwahati - Delhi Anand Vihar North East Exp,GHY,ANVT
12506,Delhi Anand Vihar - Guwahati North East Exp,ANVT,GHY
12509,Bengaluru - Guwahati (Kaziranga) Sf Express,BNC,GHY
12510,Guwahati - Bengaluru (Kaziranga) Sf Express,GHY,SBC
12515,Rivandrum - Guwahati Exp,TVC,GHY
12516,Guwahati - Trivandrum Central Exp,GHY,TVC
12517,Kolkata - Guwahati Garib Rath Exp,KOAA,GHY
12518,Guwahati - Kolkata Garib Rath Exp,GHY,KOAA
12521,Raptisagar Express,BJU,ERS
12523,New Jalpaiguri-New Delhi Superfast Express,NJP,NDLS
12524,New Delhi New Jalpaiguri Superfast Express,NDLS,NJP
12525,Indrayani Sf Express,CSTM,PUNE
12526,Indrayani Sf Express,PUNE,CSTM
12529,Bhopal-Jabalpur Intercity Express,HBJ,JBP
12530,Jabalpur-Bhopal Intercity,JBP,HBJ
12531,Gorakhpur Lucknow Intercity Express,GKP,LJN
12532,Lucknow Gorakhpur Inter City Express,LJN,GKP
12533,Pushpak Express,LJN,CSTM
12534,Pushpak Express,CSTM,LJN
12545,Raxaul - Mumbai Ltt Karmabhoomi Exp,RXL,LTT
12547,Agra Fort Ahmedabad Tri Weekly Express,AF,ADI
12548,Ahmedabad-Agra Fort Express,ADI,AF
12554,Vaishali Sf Express,NDLS,BJU
12557,Sapt Kranti Sf Express,MFP,ANVT
12558,Sapt Kranti Sf Express,ANVT,MFP
12569,Jaynagar-Delhi Anandvihart Garib Rath,JYG,ANVT
12570,Anand Vihar Terminus-Jaynagar Garib Rath Express,ANVT,JYG
12571,Howrah Prasanti Nilayam Sf Express,HWH,SSPN
12572,Prashanti Nilayam Howrah Sf Express,SSPN,HWH
12573,Sainagarshirdi-Howrah Express,SNSI,HWH
12577,Darbhanga - Mysore Bagmati Sf Exp,DBG,MYS
12578,Mysore - Darbhanga Bagmati Sf Exp,MYS,DBG
12579,Digha- Puri Samudrakanya Express,DGHA,PURI
12581,Pune Bhubaneshwar Express,PUNE,BBS
12582,Bhubaneshwar-Pune Express,BBS,PUNE
12583,Lucknow - Delhi Anand Vihar T Double Decker,LJN,ANVT
12584,Delhi Anand Vihar T - Lucknow Double Decker,ANVT,LJN
12592,Yesvantpur - Gorakhpur Sf Exp,YPR,GKP
12593,Lucknow-Bhopal Garib Rath,LJN,BPL
12594,Bhopal-Lucknow Garib Rath Express,BPL,LJN
12605,Pallavan Superfast Express,MS,TPJ
12606,Pallavan Superfast Express,TPJ,MS
12607,Chennai Central - Bangalore Lalbagh Exp,MAS,SBC
12608,Bangalore - Chennai Central Lalbagh Exp,SBC,MAS
12609,Chennai Cent - Bangalore Sf Intercity Exp,MAS,SBC
40009,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
12556,Gorakhdham Express,HSR,GKP
12559,Shiv Ganga Express,BSB,NDLS
12560,Shiv Ganga Express,NDLS,BSB
12562,Swatantrata Sainani Express,NDLS,DBG
12563,Mumbai Ltt - Faizabad Sf Express,LTT,FD
12564,Faizabad-Mumbai Ltt Sf Express,FD,LTT
12565,Bihar Sampark Kranti Express,DBG,NDLS
12566,Bihar Sampark Kranti Express,NDLS,DBG
12575,Kharagpur Purulia Express,KGP,PRR
12576,Purulia Khargapur Intercity Express,PRR,KGP
12587,Amarnath Express,GKP,JAT
12588,Amarnath Express,JAT,GKP
12589,Gorakhpur-Secunderabad Express,GKP,SC
12590,Secunderabad - Gorakhpur Express,SC,GKP
12601,Chennai Mangalore Mail,MAS,MAQ
12602,Chennai Mail,MAQ,MAS
12603,Chennai - Hyderabad Express,MAS,HYB
12604,Hyderabad - Chennai Express,HYB,MAS
12611,Chennai Central-H.Nizamuddin Garib Rath Express,MAS,NZM
12612,H Nizamuddin-Chennai Garib Rath Express,NZM,MAS
12613,Tippu Express,MYS,SBC
12614,Tippu Express,SBC,MYS
12616,Grandtrunk Express,NDLS,MAS
12620,Mangalore Cent - Mumbai Ltt Matsyagandha Exp,MAQ,LTT
12622,Tamil Nadu Express,NDLS,MAS
12623,Chennai Tiruvananthapuram Sf Mail,MAS,TVC
12625,Kerala Express,TVC,NDLS
12626,Kerala Express,NDLS,TVC
12628,Karnataka Express,NDLS,SBC
12629,Karnataka Sampark Kranti Express,YPR,NZM
12630,Karnataka Sampark Kranti Express,NZM,YPR
12635,Chennai Egmore - Madurai Vaigai Sf Exp,MS,MDU
12637,Chennai Egmore - Madurai Pandiyan Sf Exp,MS,MDU
12638,Madurai - Chennai Egmore Pandiyan Sf Exp,MDU,MS
12640,Bangalore - Chennai Cent Brindavan Exp,SBC,MAS
12643,Swarna Jayanthi Express,TVC,NZM
12644,Swarna Jayanti Express,NZM,TVC
12649,Karnataka Sampark Kranti Express,YPR,NZM
12650,Karnataka Sampark Kranti Express,NZM,YPR
12651,Madurai - Delhi H Nizamuddin Tamil Nadu S Kranti,MDU,NZM
12654,Mangalore Tiruchirappalli Weekly Superfast Express,MAQ,TPJ
12657,Chennai - Bangalore Mail,MAS,SBC
12658,Bangalore - Chennai Mail,SBC,MAS
12662,Sengottai - Chennai Egmore Pothigai Sf Exp,SCT,MS
12664,Tiruchirappalli-Howrah Express,TPJ,HWH
15605,Jorhat Town Intercity Express,GHY,MXN
40011,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
12617,Ernakulam - New Delhi H Nizamuddin Mangala Lakshadweep Exp,ERS,NZM
12618,New Delhi H Nizamuddin - Ernakulam Mangala Lakshadweep Exp,NZM,ERS
12621,Tamil Nadu Express,MAS,NDLS
12627,Karnataka Express,SBC,NDLS
12631,Chennai Egmore - Tirunelveli Nellai Sf Exp,MS,TEN
12632,Tirunelveli - Chennai Egmore Nellai Sf Exp,TEN,MS
12634,Kanniyakumari - Chennai Egmore Sf Exp,CAPE,MS
12639,Chennai Cent - Bangalore Brindavan Exp,MAS,SBC
12642,D H Nizamuddin - Kanyakumari Thirukkural Exp,NZM,CAPE
12645,Millennium Expres,ERS,NZM
12646,Millennium Express,NZM,ERS
12647,Kongu Express,CBE,NZM
12648,Kongu Express,NZM,CBE
12655,Navjeevan Express,ADI,MAS
12656,Navajivan Express,MAS,ADI
12659,Gurudev Express,NCJ,SHM
12660,Shalimar-Nagercoil Gurudev Express,SHM,NCJ
12667,Chennai Egmore - Nagercoil Sf Exp,MS,NCJ
12668,Nagercoil - Chennai Egmore Sf Exp,NCJ,MS
12673,Cheran Express,MAS,CBE
12674,Cheran Express,CBE,MAS
12675,Kovai Express,MAS,CBE
12676,Kovai Express,CBE,MAS
12677,Bangalore City - Ernakulam Intercity Sf Express,SBC,ERS
12678,Ernakulam-Bangalorecity Intercity Express,ERS,SBC
12679,Chennaicentral-Coimbatore Intercity,MAS,CBE
12680,Coimbatore-Chennai Central Intercity Sf Express,CBE,MAS
12681,Chennai-Coimbatore Express,MAS,CBE
12682,Coimbatore-Chennai Express,CBE,MAS
12683,Ernakulam - Bangalore Sf Exp,ERS,SBC
12695,Chennai-Trivandrum Superfast Express,MAS,TVC
12696,Trivandrum-Chennai Superfast Express,TVC,MAS
12697,Chennai-Thiruvananthapuram Express,MAS,TVC
12698,Thiruvananthapuram Central Chennai Central Weekly Express,TVC,MAS
12701,Hussain Sagar Express,CSTM,HYB
12702,Hussain Sagar Express,HYB,CSTM
12703,Howrah - Secunderabad Falaknuma Sf Express,HWH,SC
12704,Falaknuma Express,SC,HWH
12707,Andhra Pradesh Sampark Kranti Express,TPTY,NZM
12708,Andhra Pradesh Sampark Kranti Express,NZM,TPTY
12710,Simhapuri Sf Express,SC,GDR
12711,Pinakini Express,BZA,MAS
12712,Pinakini Express,MAS,BZA
12714,Satavahana Express,SC,BZA
12715,Sachkhand Sf Express,NED,ASR
15718,Mariani-Guwahati Intercity Express,MXN,GHY
40015,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
52473,Pathankot - Joginder Nagar Passenger,PTK,JDNX
12666,Kanyakumari - Kol Howrah Weekly Exp,CAPE,HWH
12669,Chennai Central - Chhapra Ganga Kaveri Exp,MAS,CPR
12670,Chhapra - Chennai Central Ganga Kaveri Exp,CPR,MAS
12671,Nilgiri (Blue Mountain) Express,MAS,MTP
12672,Nilgiri (Blue Mountain) Express,MTP,MAS
12685,Chennai - Mangalore Express,MAS,MAQ
12686,Mangalore - Chennai Express,MAQ,MAS
12687,Chennai Dehradun Express,MAS,DDN
12688,Dehradun Chennai Express,DDN,MAS
12690,Nagercoil - Chennai Sf Exp,NCJ,MAS
12691,Chennai - Ssp Nilayam Sf Exp,MAS,SSPN
12692,Ssp Nilayam - Chennai Sf Exp,SSPN,MAS
12693,Chennai Egmore - Tuticorin Pearl City Sf Exp,MS,TN
12694,Tuticorin - Chennai Egmore Pearl City Sf Exp,TN,MS
12705,Guntur-Secunderabad Sf Intercity,GNT,SC
12706,Secunderabad-Guntur Sf Intercity,SC,GNT
12716,Sachkhand Sf Express,ASR,NED
12719,Ajmer - Hyderabad Deccan Sf Exp,AII,HYB
12720,Hyderabad Deccan - Ajmer Sf Exp,HYB,AII
12725,Siddhaganga Intercity Express,SBC,DWR
12726,Siddhaganga Intercity Express,DWR,SBC
12731,Tirupati-Secunderabad Express,TPTY,SC
12732,Secunderabad-Tirupati Express,SC,TPTY
12733,Narayanadri Express,TPTY,SC
12734,Narayanadri Express,SC,TPTY
12737,Gowthami Sf Express,COA,SC
12738,Secunderabad - Kakinada Gowthami Sf Express,SC,COA
12740,Secunderabad-Visakhapatnam Garib Rath,SC,VSKP
12741,Vasco Da Gama - Patna Sf Exp,VSG,PNBE
12742,Patna - Vasco Da Gama Sf Exp,PNBE,VSG
12747,Palnadu Express,GNT,VKB
12748,Palnadu Express,VKB,GNT
12750,Mumbai Ltt-Visakhapatnam Sf Express,LTT,VSKP
12751,Manuguru-Secunderabad Tri Weekly Sf Express,MUGR,SC
12752,Secunderabad-Manuguru Sf Express,SC,MUGR
12753,Chennai-Newjalpaiguri Sf Express,MAS,NJP
12754,New Jalpaiguri-Chennai Sf Express,NJP,MAS
12763,Padmavati Express,TPTY,SC
12764,Padmavati Express,SC,TPTY
12777,Hubli - Trivandrum Kochuveli Sf Exp,UBL,KCVL
40045,Chennai Beach Tambaramemu,MSB,TBM
52469,Pathankot - Baijnathpaprola Passenger,PTK,BJPL
53448,Bhagalpur Banka Passenger,BGP,BAKA
55010,Chhapra Bhatni Passenger,CPR,BTT
55102,Barhaj Bazar Bhatni Passenger,BHJ,BTT
55103,Bhatani Barhaj Passenger,BTT,BHJ
55118,Bhatni Chhapra Passenger,BTT,SV
55123,Bhatani Manduadih Passenger,BTT,MUV
12717,Ratnachal Sf Express,VSKP,BZA
12718,Ratnachal Sf Express,BZA,VSKP
12721,Dakshin Sf Express,HYB,NZM
12722,Dakshin Sf Express,NZM,HYB
12723,Andhra Pradesh Express,HYB,NDLS
12724,Andhra Pradesh Express,NDLS,HYB
12727,Godavari Sf Express,VSKP,HYB
12728,Godavari Sf Express,HYB,VSKP
12729,Pune-Nanded Express,PUNE,NED
12730,Nanded-Pune Superfast Express,NED,PUNE
12755,Sangrami Sf Expres,MAS,HLZ
12756,Sangrami Expres,HLZ,MAS
12759,Charminar Express,MAS,HYB
12760,Charminar Express,HYB,MAS
12785,Kacheguda-Bangalore Sf Express,KCG,SBC
12789,Rameswaram Kanyakumari Sf Express,RMM,CAPE
12790,Kanyakumari Rameswaram Sf Express,CAPE,RMM
12791,Secunderabad - Danapur Sf Exp,SC,DNR
12792,Danapur - Secunderabad Sf Exp,DNR,SC
12793,Chennai Egmore Madurai Bi-Weekly Superfast Express,MS,MDU
12794,Madurai Chennai Egmore Bi-Weekly Superfast Express,MDU,MS
12802,Purushottam Sf Express,NDLS,PURI
12805,Janmabhoomi Express,VSKP,SC
12806,Janmabhoomi Express,SC,VSKP
12811,Mumbai - Hatia Ltt Sf Exp,LTT,HTE
12812,Hatia - Mumbai Ltt Sf Exp,HTE,LTT
12813,Steel Express,HWH,TATA
12814,Steel Express,TATA,HWH
12816,New Delhi-Puri Superfast Express,NDLS,PURI
12817,Jharkhand Swarna Jayanti Sf Express,HTE,ANVT
12818,Jharkhand Swarna Jayanti Express,ANVT,HTE
12819,Orissa Sampark Kranti Express,BBS,NDLS
12820,Orissa Sampark Kranti Express,NDLS,BBS
12821,Dhauli Express,HWH,PURI
12822,Dhauli Express,PURI,HWH
12827,Howrah Purulia Express,HWH,PRR
12828,Howrah Express,PRR,HWH
12829,Chennai Bhubaneswar Sf Express,MAS,BBS
12830,Bhubaneswar Chennai Superfast Express,BBS,MAS
12831,Dhanbad - Bhubaneswar Garib Rath Exp,DHN,BBS
12832,Bhubaneswar - Dhanbad Garib Rath Exp,BBS,DHN
12833,Ahmedabad - Howrah Sf Exp,ADI,HWH
12834,Howrah - Ahmedabad Sf Exp,HWH,ADI
40017,Chennai Beach Tambaram Emu(12 Car),MSB,TBM
55104,Barhaj Bazar Bhatni Passenger,BHJ,BTT
55117,Siwan Bhatni Passenger,SV,BTT
55121,Bhatni Varanasi Passenger,BTT,BSB
55122,Manduadih Bhatni Passenger,MUV,BTT
55124,Varanasi City- Bhatni Passenger,BCY,BTT
12779,Vasco Da Gama - Delhi H Nizamuddin Goa Exp,VSG,NZM
12780-Slip,H.Nizamuddin Hubli Goa Express Slip,NZM,VSG
12781,Mysore-Nizamuddin Swarna Jayanti Express,MYS,NZM
12787,Bilaspur Tirunelveli Sf Express,BSP,TEN
12788,Tirunelveli Bilaspur Sf Express,TEN,BSP
12801,Purushottam Sf Express,PURI,NDLS
12804,Swarna Jayanti Express,NZM,VSKP
12807,Samata Express,VSKP,NZM
12808,Samata Express,NZM,VSKP
12815,Puri New Delhi Superfast Express,PURI,NDLS
12823,Chhattisgarh Sampark Kranti Express,DURG,NZM
12824,Chhattisgarh Sampark Kranti Express,NZM,DURG
12825,Jharkhand Sampark Kranti Express,RNC,NDLS
12837,Howrah-Puri Express,HWH,PURI
12838,Puri Howrah Express,PURI,HWH
12839,Howrah Chennai Superfast Mail,HWH,MAS
12841,Coromandel Express,HWH,MAS
12842,Coromandel Express,MAS,HWH
12845,Bhubaneswar - Bengaluru Cantt Sf Exp,BBS,BNC
40019,Chennai Beach Tambaram Emu,MSB,TBM
12887,Howrah-Puri Express,HWH,PURI
12886,Aranyak Express,BJE,SHM
12885,Aranyak Express,SHM,BJE
12883,Rupashi Bangla Express,HWH,PRR
12882,Puri Howrah Garib Rath,PURI,HWH
